"ELEMENT_GLOBAL_ID","SUBNATION_ID","D_CURR_PRESENCE_ABSENCE_ID","D_DIST_CONFIDENCE_ID"
687447,50,1,1
684253,53,1,1
685023,44,1,1
686644,56,1,1
684651,33,1,1
684651,44,1,1
684860,18,1,1
684860,56,1,1
1238795,56,1,1
683312,40,1,1
688360,60,3,5
688360,59,1,1
687824,61,3,5
686950,8,1,1
684139,18,1,1
685996,39,1,1
689317,18,3,5
683448,18,1,1
685655,6,3,5
686522,59,1,1
685430,44,1,1
688352,44,1,1
684542,23,1,1
688936,48,1,1
683229,51,1,1
683349,55,1,1
683162,8,1,1
685856,6,1,1
690096,76,1,1
688835,377,3,5
686038,16,1,1
683924,16,1,1
686998,381,1,1
686998,51,3,5
690064,51,1,1
689859,51,1,1
685681,51,1,1
683222,51,1,1
689001,52,1,1
689002,56,1,1
686021,10,1,1
686021,30,1,1
686021,32,1,1
685903,26,1,1
688570,30,1,1
933803,55,1,1
685320,53,1,1
689385,42,1,1
684266,69,1,1
684266,57,1,1
688642,41,1,1
684684,26,1,1
688027,67,1,1
685836,41,1,1
684599,19,1,1
689723,34,1,1
685164,14,3,5
684436,50,1,1
687442,6,1,1
686361,40,1,1
684158,70,1,1
684295,6,1,1
689010,51,1,1
684237,7,1,1
683334,52,1,1
688141,7,3,2
685249,16,1,1
687985,8,1,1
685305,60,1,1
688888,33,1,1
688888,59,1,1
683199,40,1,1
683339,59,3,5
683340,18,1,1
688330,40,1,1
689792,18,1,1
689792,40,1,1
684652,33,1,1
688131,40,1,1
686099,8,1,1
684803,18,1,1
683756,8,1,1
683756,40,1,1
683756,59,1,1
686689,7,1,1
687032,44,1,1
689864,44,1,1
689952,18,1,1
689114,40,1,1
684798,52,3,5
689200,8,1,1
684010,33,1,1
684010,59,1,1
686956,6,1,1
684178,7,1,1
684552,39,1,1
685371,6,1,1
685371,40,3,5
685647,40,3,5
689979,52,1,1
685646,40,1,1
689409,40,3,5
686118,59,3,5
688512,18,1,1
688811,18,1,1
689958,40,1,1
687215,8,1,1
686023,52,1,1
684058,52,1,1
683794,12,1,1
686200,4,1,1
687056,7,1,1
683117,7,1,1
685786,44,1,1
689218,53,1,1
684635,49,1,1
686013,69,1,1
689778,49,1,1
687870,35,1,1
683095,62,1,1
684476,6,1,1
683342,58,1,1
686085,23,1,1
688142,18,1,1
686655,18,1,1
688393,18,1,1
687986,39,1,1
687986,51,1,1
687987,59,1,1
683967,6,1,1
684197,44,1,1
688798,39,1,1
685260,7,1,1
687532,40,1,1
686499,52,1,1
686768,67,1,1
686730,2,3,5
685539,37,1,1
684318,7,1,1
688417,33,1,1
687265,6,1,1
689860,52,1,1
686822,16,1,1
684412,19,1,1
689321,25,3,5
686180,14,1,1
686180,48,1,1
689589,14,1,1
688154,2,1,1
685978,20,1,1
685489,14,3,5
687059,39,1,1
686030,6,1,1
686030,39,1,1
688399,51,1,1
689960,34,1,1
688113,59,1,1
685904,2,3,5
687989,18,1,1
685920,7,1,1
686778,8,1,1
683123,44,1,1
687069,381,1,1
687969,7,1,1
687961,37,1,1
687362,7,1,1
684040,2,1,1
686397,6,1,1
685875,6,3,5
688466,39,1,1
690100,35,1,1
687276,49,1,1
688467,39,1,1
684488,6,1,1
684927,40,3,2
686382,40,1,1
686259,18,1,1
688653,33,1,1
688752,33,1,1
687017,51,1,1
685089,67,1,1
686269,12,1,1
686832,22,1,1
687591,8,1,1
687591,56,1,1
685458,12,1,1
687878,7,1,1
687878,40,1,1
684282,6,1,1
689642,6,1,1
689849,39,1,1
688942,379,1,1
688942,51,1,1
685798,39,1,1
685394,34,1,1
687595,51,1,1
688248,12,1,1
688248,34,3,5
689974,2,1,1
689974,4,1,1
687311,14,1,1
690075,14,1,1
683966,16,1,1
685486,24,1,1
683672,12,1,1
684754,16,1,1
685676,34,3,5
685676,48,1,1
685676,51,1,1
685783,6,1,1
685783,39,1,1
689533,40,1,1
685938,40,1,1
687835,59,1,1
688915,57,3,5
687009,49,1,1
683276,49,1,1
687709,37,1,1
689037,6,1,1
689037,8,1,1
684832,26,1,1
683584,37,1,1
942438,7,3,5
942438,56,1,1
687648,1,1,1
687644,33,1,1
683979,7,1,1
687334,18,1,1
687234,56,1,1
684942,39,1,1
684320,8,1,1
688328,7,1,1
685740,69,1,1
687455,29,1,1
686798,62,1,1
687680,57,1,1
686561,67,1,1
686707,29,1,1
684173,381,3,5
689124,12,1,1
686193,12,1,1
685606,33,1,1
688195,59,1,1
686896,8,1,1
686896,33,1,1
686896,59,1,1
684881,44,1,1
687132,59,1,1
683796,52,3,5
688213,18,1,1
687713,52,1,1
686505,44,1,1
688683,7,1,1
684660,39,1,1
684660,379,3,5
685038,6,1,1
688926,51,1,1
688747,4,1,1
683060,4,1,1
687661,22,3,5
684270,50,1,1
686619,52,1,1
685736,6,1,1
690047,40,3,5
687812,8,1,1
688112,39,1,1
684526,39,1,1
687831,12,1,1
683509,80,1,1
687221,379,3,5
687221,6,3,5
684310,8,1,1
686574,60,1,1
685042,35,1,1
685620,44,1,1
683625,7,1,1
685902,7,1,1
685622,44,1,1
684940,7,3,5
683069,39,1,1
684442,18,1,1
687771,6,1,1
687771,40,1,1
688670,44,3,5
689687,32,1,1
688937,34,1,1
688406,34,1,1
687891,48,3,5
684626,23,1,1
689842,34,1,1
684047,2,3,5
687165,2,1,1
688578,48,1,1
689367,48,1,1
683754,32,1,1
683169,34,1,1
687267,34,1,1
683119,23,1,1
688760,23,1,1
689676,12,1,1
683982,44,1,1
687016,44,1,1
684505,44,1,1
683235,44,1,1
686349,56,1,1
688092,40,1,1
690033,33,1,1
689369,44,1,1
685518,6,1,1
683264,8,1,1
684736,33,1,1
685332,33,1,1
685034,6,1,1
685034,8,1,1
685034,51,1,1
687498,61,3,5
687498,18,1,1
687498,56,1,1
686391,56,1,1
685909,56,1,1
684187,8,1,1
689011,379,1,1
685481,33,1,1
689354,45,1,1
687760,24,1,1
683533,37,1,1
689294,45,1,1
687796,2,1,1
688976,4,1,1
688976,32,1,1
688976,48,1,1
688976,51,1,1
687982,48,1,1
684629,48,1,1
683939,11,1,1
686929,16,1,1
684420,62,3,5
683829,40,1,1
683658,6,1,1
688405,52,1,1
684325,52,1,1
686952,59,1,1
684703,18,1,1
683327,52,1,1
686740,59,1,1
685686,52,1,1
689964,18,1,1
689964,59,1,1
685933,29,1,1
689306,52,1,1
685181,8,1,1
683840,18,1,1
689493,52,1,1
686139,59,1,1
686139,44,1,1
689568,44,1,1
686317,52,1,1
686318,40,1,1
683417,35,1,1
688537,59,1,1
686163,59,1,1
685612,33,1,1
689782,8,1,1
689782,40,1,1
689613,40,1,1
687598,40,1,1
686354,18,1,1
686354,52,1,1
689004,18,1,1
683750,52,1,1
685236,16,1,1
685704,16,1,1
683574,51,3,5
686864,39,1,1
687596,82,1,1
685915,39,1,1
683730,7,1,1
683730,44,1,1
686310,19,1,1
684734,33,1,1
687612,44,1,1
690080,7,1,1
690080,44,1,1
942452,56,1,1
685730,56,1,1
688569,6,1,1
688569,39,3,2
683759,18,1,1
687071,6,1,1
942445,61,1,1
942445,7,1,1
686041,39,1,1
685103,8,1,1
689038,33,1,1
685913,18,1,1
687866,7,3,5
1238803,52,1,1
683717,44,1,1
688075,39,1,1
685597,6,1,1
688547,379,3,5
688547,6,1,1
688547,51,1,1
685645,7,3,5
685645,44,1,1
686783,33,1,1
686581,8,1,1
686254,80,3,5
683332,14,1,1
683332,48,1,1
683332,53,1,1
686136,52,1,1
685501,18,1,1
688143,18,1,1
685445,30,1,1
685150,42,1,1
687805,41,1,1
686440,50,3,5
689283,50,1,1
689444,19,1,1
685263,23,3,5
689521,14,1,1
683798,42,1,1
685460,4,1,1
688065,51,1,1
684778,7,1,1
686591,51,1,1
686276,80,3,5
689852,19,1,1
683835,51,1,1
684192,82,3,5
683447,43,1,1
683447,51,1,1
685113,52,1,1
689005,6,1,1
687869,6,1,1
687869,8,1,1
689013,56,1,1
683681,32,3,5
683470,39,1,1
686304,51,1,1
684332,57,1,1
687266,70,3,5
689584,59,1,1
689328,2,3,5
689328,22,3,5
687510,43,3,5
686106,32,3,5
685340,45,1,1
685340,53,1,1
689655,43,3,5
685887,12,3,5
685467,67,1,1
685467,19,1,1
689711,51,1,1
687931,19,1,1
687931,20,1,1
687931,28,1,1
687931,29,1,1
685756,63,1,1
685756,69,3,2
685756,41,1,1
933831,26,1,1
685683,41,1,1
683335,48,1,1
687711,4,1,1
687711,43,1,1
686716,38,1,1
683871,50,1,1
683390,4,1,1
683567,34,1,1
683567,48,1,1
685855,4,1,1
683246,22,3,5
683084,43,1,1
686270,4,1,1
687247,22,3,5
683167,9,1,1
689917,51,1,1
686250,39,1,1
685601,48,3,5
687210,30,1,1
683569,42,1,1
687965,19,1,1
689857,12,1,1
689857,14,1,1
688779,39,1,1
684159,32,1,1
684159,50,1,1
684518,8,1,1
689881,43,1,1
685173,20,1,1
684155,20,1,1
687227,30,1,1
685966,28,1,1
685966,29,1,1
685966,42,1,1
688071,19,1,1
689101,42,1,1
689625,51,1,1
685682,7,1,1
685517,7,1,1
687794,377,1,1
683603,60,1,1
683603,33,1,1
683655,18,1,1
687179,29,1,1
683517,55,1,1
687642,67,1,1
687642,55,1,1
685134,56,1,1
688551,29,1,1
684082,63,1,1
684082,66,1,1
684082,24,1,1
684082,26,1,1
683932,25,1,1
689188,57,1,1
686312,34,1,1
687172,34,1,1
685244,34,1,1
684211,56,1,1
683935,56,1,1
688750,18,1,1
686308,44,1,1
687441,7,1,1
687538,7,1,1
687288,18,1,1
687288,33,1,1
686938,7,3,5
685437,16,1,1
685731,26,1,1
685731,55,1,1
687450,26,1,1
687450,37,1,1
687450,55,1,1
684127,12,1,1
685688,59,1,1
685688,60,1,1
683945,8,1,1
688189,58,1,1
683186,66,3,5
683186,37,1,1
683186,47,1,1
728649,33,1,1
728649,56,1,1
728706,33,1,1
685234,56,1,1
685234,60,3,5
728727,33,1,1
728730,60,1,1
728773,33,1,1
684493,38,1,1
730800,60,1,1
730817,33,1,1
730825,44,3,5
730833,18,1,1
730842,44,1,1
730879,60,1,1
730886,33,1,1
730915,44,1,1
730915,56,1,1
730915,60,3,5
730931,33,1,1
689165,23,3,5
730946,60,1,1
689688,50,1,1
731082,50,1,1
731362,56,3,5
731807,33,1,1
731820,33,1,1
684450,25,1,1
683330,33,1,1
732554,56,1,1
732581,18,1,1
732581,56,1,1
687020,34,1,1
687904,48,1,1
684348,2,1,1
684348,25,1,1
686742,33,1,1
686949,59,1,1
684495,59,1,1
683687,33,1,1
689554,33,1,1
685912,33,1,1
685912,59,1,1
688007,52,1,1
688007,56,1,1
688007,60,1,1
688007,61,1,1
741480,51,1,1
741480,381,1,1
684643,9,1,1
684643,24,1,1
757450,6,1,1
758133,52,1,1
758193,6,1,1
758193,8,1,1
758221,8,1,1
758221,52,1,1
687075,6,1,1
687075,52,1,1
768948,52,1,1
769080,52,1,1
769179,52,1,1
769193,6,3,5
769218,52,1,1
769227,8,3,5
769227,52,1,1
769233,52,1,1
683691,40,1,1
688395,8,1,1
689068,52,1,1
770507,40,1,1
784066,52,1,1
689535,24,1,1
684269,23,1,1
785173,8,1,1
785208,8,1,1
684422,18,1,1
769105,8,1,1
785431,8,1,1
689837,8,1,1
689837,39,1,1
686096,44,3,5
686096,52,1,1
683723,8,1,1
689099,33,1,1
687583,40,1,1
758367,8,1,1
787986,61,1,1
788011,8,1,1
788014,51,1,1
788707,7,1,1
686755,8,1,1
788740,7,1,1
789532,41,1,1
933897,63,3,5
789795,7,1,1
789802,7,1,1
789871,7,1,1
687932,7,1,1
789945,7,1,1
789966,7,1,1
790057,7,1,1
790129,7,1,1
790210,7,1,1
687728,7,1,1
683777,8,1,1
688499,8,1,1
791624,53,1,1
791646,45,1,1
791705,8,1,1
791958,52,1,1
793429,8,1,1
685791,18,3,5
684530,45,1,1
686894,25,1,1
794090,52,1,1
794980,7,1,1
795006,6,1,1
769467,8,1,1
686859,2,1,1
686267,25,1,1
683622,22,1,1
793483,39,1,1
731357,33,1,1
798304,6,1,1
689304,53,1,1
687375,51,1,1
801779,51,1,1
689384,25,1,1
685990,34,1,1
802988,59,1,1
790527,6,3,5
790530,7,1,1
807522,11,1,1
687220,52,1,1
786248,52,1,1
814869,39,1,1
814869,52,3,5
685315,33,1,1
685315,59,1,1
815381,52,1,1
684375,34,1,1
684469,34,1,1
689439,7,1,1
689793,377,3,5
687425,7,1,1
820828,39,1,1
820834,39,1,1
685335,53,1,1
687340,6,1,1
687340,39,1,1
821785,34,1,1
827827,6,1,1
685028,53,1,1
816681,57,1,1
690048,58,1,1
833197,2,1,1
833197,48,1,1
833201,12,1,1
833207,80,1,1
833207,379,1,1
833207,6,1,1
833208,6,1,1
833221,69,1,1
833223,80,3,5
833223,6,1,1
833224,14,1,1
833233,62,1,1
833239,7,1,1
833240,11,1,1
833241,32,1,1
833241,53,1,1
833244,30,1,1
833244,48,1,1
1225711,59,1,1
1085055,6,1,1
833252,43,1,1
833264,377,1,1
833268,37,1,1
1179990,21,1,1
833273,45,1,1
833275,21,1,1
872683,58,1,1
833283,11,3,5
833283,30,1,1
833286,62,1,1
689065,25,3,5
834643,8,1,1
835329,6,1,1
1225588,51,1,1
835853,9,1,1
835853,25,1,1
835887,18,1,1
835887,52,1,1
835887,56,1,1
835900,59,1,1
835924,6,1,1
835924,40,1,1
835969,53,1,1
836018,32,1,1
688029,2,1,1
688029,53,1,1
683736,34,1,1
769194,52,1,1
686528,14,1,1
836597,8,1,1
836605,379,3,5
836663,35,1,1
836760,10,1,1
836760,58,1,1
836772,25,1,1
836882,50,1,1
836901,61,3,5
836901,33,1,1
836926,7,1,1
836926,8,1,1
836926,18,3,5
836976,34,1,1
836976,48,1,1
837011,32,1,1
837087,45,1,1
837100,63,1,1
837100,66,1,1
1159099,14,1,1
1159099,22,1,1
1159099,25,1,1
837138,12,1,1
837138,32,1,1
837180,2,1,1
837180,17,1,1
837180,19,1,1
837180,21,1,1
837180,43,1,1
837180,45,1,1
837238,6,1,1
837251,82,1,1
837258,82,1,1
837258,83,3,5
1353056,9,1,1
1353056,11,1,1
1353056,14,1,1
1353056,58,1,1
1353056,67,1,1
837334,40,1,1
837581,7,1,1
837743,39,1,1
837824,56,1,1
838057,16,1,1
838097,16,1,1
838908,39,1,1
839432,42,1,1
839432,63,1,1
785187,39,1,1
840544,6,1,1
685629,6,1,1
840599,7,1,1
840602,52,1,1
840633,52,1,1
840645,6,1,1
840645,40,1,1
688880,7,1,1
841935,14,1,1
841935,25,1,1
841935,41,1,1
841993,10,1,1
841993,53,1,1
841994,24,1,1
841994,38,1,1
841994,41,1,1
842023,14,1,1
842023,32,1,1
842025,20,1,1
842025,21,1,1
842025,28,1,1
1132398,43,1,1
848769,18,1,1
848769,39,1,1
848769,51,1,1
848810,40,1,1
848817,33,1,1
848861,33,1,1
849080,56,1,1
849252,7,1,1
849252,18,1,1
849252,40,1,1
849252,52,1,1
849329,48,1,1
849329,51,1,1
849347,12,1,1
849347,50,1,1
849347,82,3,5
849358,6,1,1
856641,70,1,1
856641,36,1,1
856641,59,1,1
856661,7,1,1
856661,44,1,1
856669,7,1,1
856688,44,1,1
856737,6,1,1
856756,30,1,1
856786,32,1,1
856881,23,1,1
685157,39,1,1
688649,7,3,5
683490,40,1,1
683942,59,1,1
688392,40,1,1
688591,83,3,5
857421,21,1,1
857077,35,1,1
857091,91,3,5
857091,12,1,1
857091,21,1,1
857091,30,1,1
857091,32,1,1
857091,45,1,1
857091,48,1,1
857091,50,1,1
857091,58,1,1
857182,8,1,1
857182,70,1,1
857274,40,1,1
857274,56,1,1
857292,6,3,5
857308,61,1,1
857308,33,1,1
857308,381,1,1
857323,82,1,1
857338,7,1,1
857458,40,1,1
857458,52,1,1
857475,40,1,1
857556,60,1,1
857556,18,1,1
857571,8,1,1
857621,41,1,1
857688,41,1,1
857768,7,1,1
857863,40,1,1
857866,40,1,1
858379,24,1,1
793432,53,1,1
860460,25,1,1
860460,67,3,5
860492,44,1,1
860492,61,1,1
860663,44,1,1
860663,80,1,1
860860,16,1,1
861435,4,1,1
785435,59,1,1
860839,65,1,1
860783,1,1,1
860783,65,1,1
860783,93,1,1
860745,1,1,1
860745,69,1,1
867532,53,1,1
868481,16,1,1
868492,16,1,1
868493,16,1,1
868497,16,1,1
868505,16,1,1
868511,16,1,1
870256,9,1,1
870256,50,1,1
870256,58,1,1
871088,12,1,1
871156,10,1,1
871156,34,1,1
871156,45,1,1
871156,53,1,1
685237,4,1,1
686914,59,1,1
877317,43,1,1
877318,26,1,1
877321,2,1,1
877321,20,1,1
877321,50,1,1
877393,34,1,1
877393,37,1,1
877393,91,3,5
877394,12,1,1
685156,11,1,1
878731,9,1,1
878731,41,1,1
878915,10,1,1
878915,25,1,1
878915,45,1,1
1159107,28,1,1
884494,14,1,1
884494,34,1,1
683781,53,1,1
683781,69,1,1
754608,20,1,1
688308,22,1,1
688308,53,1,1
688308,55,1,1
884822,63,1,1
884822,69,1,1
942457,44,1,1
942457,56,1,1
979388,44,1,1
687137,1,1,1
942439,61,1,1
979471,44,1,1
979471,56,1,1
979541,7,1,1
979541,56,1,1
979500,61,1,1
979404,44,1,1
979427,44,1,1
942450,44,1,1
942453,44,1,1
942453,56,1,1
942420,56,1,1
942455,44,1,1
942459,44,1,1
685454,1,1,1
685454,61,1,1
942775,7,1,1
887421,22,1,1
887421,32,1,1
887497,16,1,1
887506,16,1,1
887533,16,1,1
889211,9,1,1
892936,28,1,1
892978,28,1,1
893452,29,1,1
893482,29,1,1
894143,6,1,1
894143,35,1,1
894143,59,1,1
894161,20,1,1
894161,28,1,1
894161,42,1,1
894161,49,1,1
894270,61,1,1
894270,67,1,1
895820,33,1,1
895820,49,1,1
898955,14,1,1
898955,48,3,5
898966,34,1,1
898994,76,3,5
899033,6,1,1
899033,52,1,1
899040,47,1,1
899077,37,1,1
899077,69,3,5
899078,69,3,5
899082,38,1,1
899082,57,1,1
899096,56,1,1
899120,12,1,1
899173,52,1,1
899179,14,3,5
899199,7,1,1
899218,8,1,1
899219,52,1,1
899235,24,1,1
899236,53,1,1
899237,45,1,1
899237,55,1,1
899238,80,1,1
899245,34,1,1
899245,48,1,1
899250,23,1,1
899253,12,1,1
899253,48,1,1
899255,23,1,1
899280,44,1,1
899280,61,1,1
899282,381,1,1
899284,39,1,1
899284,51,1,1
899294,51,1,1
899297,18,1,1
899303,60,1,1
899315,51,1,1
899315,82,1,1
899317,76,3,5
899321,8,1,1
899335,33,1,1
899335,59,1,1
899335,70,1,1
899342,51,1,1
899344,8,1,1
899351,9,1,1
899351,23,1,1
899351,24,1,1
899351,28,1,1
899351,30,1,1
899351,53,1,1
899352,30,1,1
899352,45,1,1
899352,48,1,1
899353,42,1,1
899353,47,1,1
899353,53,1,1
899354,28,1,1
899354,43,1,1
899361,29,1,1
899362,57,1,1
899373,29,1,1
899377,6,1,1
899384,4,1,1
899384,43,1,1
899391,28,1,1
899391,29,1,1
899391,62,1,1
899394,22,3,5
899394,23,1,1
899397,2,1,1
899400,14,1,1
899406,80,3,5
899407,6,1,1
899414,43,1,1
899418,34,1,1
899420,37,1,1
899425,24,1,1
899426,24,1,1
899426,26,1,1
899426,42,1,1
899428,2,1,1
899428,38,1,1
899446,2,1,1
899448,57,1,1
899451,44,1,1
899473,44,1,1
899482,34,1,1
899482,50,1,1
899482,53,1,1
899492,18,1,1
899495,18,1,1
899502,7,3,5
899503,44,1,1
899509,44,1,1
899514,30,1,1
899518,2,1,1
899518,32,1,1
899531,14,1,1
899531,34,1,1
899536,34,1,1
899536,51,1,1
899536,58,1,1
899553,14,1,1
899554,22,1,1
899554,30,1,1
899564,34,1,1
899637,38,1,1
899664,7,3,5
899665,56,1,1
899679,44,1,1
899689,51,1,1
899697,38,1,1
899697,41,1,1
899697,47,1,1
899697,91,3,5
899708,47,3,5
899725,377,3,5
899731,21,1,1
899750,30,1,1
899763,20,1,1
899763,43,1,1
899764,19,1,1
899767,9,1,1
899767,29,1,1
1270956,39,1,1
1270956,51,1,1
899804,40,1,1
899805,7,1,1
899847,14,3,5
899847,50,1,1
899851,52,1,1
899852,6,1,1
899852,44,1,1
899852,59,1,1
899883,7,1,1
899884,18,1,1
899939,63,1,1
899959,57,1,1
899969,40,1,1
899984,63,1,1
899986,9,1,1
899986,11,1,1
899986,24,1,1
899986,38,1,1
899986,50,1,1
899986,58,1,1
899986,67,1,1
899987,33,1,1
899999,18,1,1
900001,52,1,1
900004,6,1,1
900004,39,1,1
900004,52,1,1
900020,44,3,5
900021,8,1,1
900026,18,1,1
900026,33,1,1
900027,56,1,1
900031,49,1,1
900031,51,1,1
900032,59,3,5
900039,60,1,1
900054,37,1,1
900057,26,1,1
900057,37,1,1
900057,41,1,1
900069,17,1,1
900069,49,1,1
900077,379,3,5
900078,381,1,1
900096,51,1,1
900109,23,1,1
902167,48,1,1
902171,12,1,1
902171,14,1,1
903096,11,1,1
903096,35,1,1
903096,42,1,1
903099,29,1,1
905858,25,3,5
907223,17,1,1
907223,30,1,1
931848,28,3,5
931848,69,3,5
931848,70,1,1
932236,48,1,1
933357,2,1,1
933703,7,1,1
933706,24,1,1
933706,41,1,1
933706,45,1,1
933729,29,1,1
933729,69,1,1
933817,24,1,1
933845,37,1,1
933859,25,3,5
933859,47,1,1
933911,24,1,1
933911,25,1,1
934719,29,1,1
941848,8,1,1
942461,44,1,1
942462,61,1,1
942462,56,1,1
942465,56,1,1
942467,56,1,1
942472,7,3,5
942472,44,1,1
942780,56,1,1
947923,59,1,1
947929,59,1,1
947962,18,1,1
948011,18,1,1
948589,69,1,1
948589,37,1,1
948589,41,1,1
955170,28,1,1
955170,55,1,1
958429,40,1,1
958447,6,1,1
958447,80,3,5
690090,59,1,1
689766,56,1,1
683171,18,1,1
687553,56,1,1
684996,18,1,1
689415,60,1,1
683453,39,1,1
687699,18,1,1
685862,59,1,1
683545,18,1,1
685384,18,1,1
689088,44,1,1
683403,6,1,1
683403,39,1,1
689856,8,1,1
689856,18,1,1
687121,33,1,1
687121,49,1,1
687653,40,3,5
686571,6,1,1
688717,59,1,1
686980,56,1,1
687134,44,1,1
687223,8,1,1
686468,59,1,1
684397,33,1,1
683388,44,1,1
684120,49,1,1
684120,59,1,1
687240,8,1,1
686181,8,1,1
687460,6,1,1
684220,8,1,1
688559,6,1,1
688559,40,1,1
685892,8,3,5
685322,8,1,1
684009,52,1,1
683535,33,1,1
685994,56,1,1
686448,59,1,1
689456,56,1,1
686850,44,1,1
689115,44,1,1
689115,56,1,1
685759,18,1,1
685759,44,1,1
687588,18,1,1
688589,39,1,1
686732,60,1,1
686732,33,1,1
687560,7,3,5
687847,56,1,1
683439,7,3,5
686302,8,1,1
683215,56,1,1
685777,33,1,1
689570,33,1,1
686260,8,1,1
686744,59,1,1
686370,59,1,1
687100,8,1,1
686400,40,1,1
687862,56,1,1
687208,7,3,5
688471,7,3,5
687458,44,1,1
687458,18,1,1
685547,59,1,1
686541,44,1,1
686693,18,1,1
689382,18,1,1
687555,40,3,5
687555,18,3,5
683152,56,1,1
683236,7,1,1
686088,59,1,1
686091,18,1,1
685567,59,1,1
688313,39,1,1
688313,52,1,1
683074,40,1,1
689451,33,1,1
686680,59,1,1
686047,59,3,2
687185,8,1,1
684019,8,1,1
684020,8,1,1
686888,8,1,1
683431,40,1,1
684720,40,1,1
689116,39,1,1
686256,33,1,1
686256,56,1,1
684433,40,3,5
684602,44,1,1
684602,51,3,5
688200,80,3,5
686436,7,1,1
686436,8,1,1
685519,56,1,1
688219,7,1,1
687562,56,1,1
689574,18,1,1
685191,61,3,5
688997,33,3,5
688997,35,3,5
686809,70,1,1
1315503,8,1,1
1315503,18,1,1
689596,44,1,1
689596,8,1,1
686165,39,1,1
686165,51,3,5
685859,33,1,1
687417,60,1,1
687417,70,1,1
689474,18,1,1
689323,33,1,1
686959,59,1,1
684710,18,1,1
685654,33,1,1
685838,56,3,2
689987,44,1,1
683130,33,1,1
683130,59,1,1
690054,56,1,1
684078,44,1,1
688397,44,1,1
688396,59,1,1
689597,40,1,1
687484,60,1,1
683738,35,1,1
683739,70,1,1
684905,33,1,1
688824,36,1,1
686380,52,1,1
687035,8,1,1
687954,18,3,5
689049,18,3,5
683814,59,1,1
687765,59,1,1
685640,18,1,1
688658,59,1,1
686800,44,3,1
684961,381,3,5
684961,39,1,1
686577,51,1,1
687390,6,1,1
688539,33,1,1
688539,59,1,1
683974,39,1,1
687369,7,3,5
684625,40,1,1
686562,44,1,1
686562,59,1,1
685050,44,1,1
689082,56,1,1
689730,56,1,1
683559,8,1,1
687724,33,1,1
684666,33,1,1
688908,56,1,1
685210,39,1,1
689598,39,1,1
683090,44,1,1
688367,40,1,1
688087,52,1,1
688659,7,1,1
683238,56,1,1
685984,44,1,1
683862,44,1,1
689742,39,1,1
688347,18,1,1
687243,6,1,1
687243,8,1,1
684290,44,1,1
687604,39,1,1
687604,51,3,5
689262,7,1,1
689262,8,1,1
687786,6,1,1
685306,8,1,1
688109,39,1,1
683374,8,1,1
687802,39,1,1
683464,40,1,1
685543,6,1,1
685543,52,1,1
683789,18,1,1
688226,44,1,1
686576,56,3,5
687163,44,1,1
684983,56,1,1
686154,18,1,1
686154,7,1,1
683481,56,1,1
689729,33,1,1
688116,61,1,1
688116,44,1,1
688116,40,1,1
688117,60,1,1
684744,61,1,1
686168,8,1,1
687206,44,1,1
687206,56,1,1
683940,61,3,5
683185,33,1,1
683185,39,1,1
686523,44,1,1
688769,7,1,1
688769,56,1,1
686323,56,1,1
683565,18,1,1
688694,7,1,1
688919,39,1,1
684464,8,1,1
686724,59,1,1
687519,18,1,1
688491,18,3,5
683190,8,1,1
688676,18,3,5
685067,33,1,1
687437,8,1,1
687437,18,1,1
684862,18,1,1
687438,8,1,1
684637,18,1,1
685097,8,1,1
684246,8,1,1
684247,7,3,5
687725,8,1,1
687725,52,1,1
688783,8,1,1
689163,8,1,1
687701,59,1,1
688252,7,1,1
688252,56,1,1
684334,40,1,1
687520,8,1,1
683953,59,1,1
688320,44,1,1
689550,40,1,1
686365,39,3,5
689781,59,1,1
687403,44,3,5
685110,18,1,1
685110,33,1,1
685110,7,3,5
685110,44,1,1
689289,56,1,1
689289,18,1,1
686640,39,1,1
686640,52,1,1
683307,33,1,1
683307,56,1,1
688246,62,1,1
688246,35,1,1
683991,8,1,1
684864,70,1,1
690089,18,1,1
686729,19,1,1
685096,30,1,1
688809,19,1,1
683631,10,3,5
683631,43,1,1
683631,57,1,1
684689,49,1,1
688782,36,1,1
688739,60,1,1
687703,36,1,1
687703,21,1,1
738631,59,1,1
738048,59,1,1
757446,52,1,1
689287,51,1,1
686084,51,1,1
683303,57,1,1
689773,58,1,1
684195,8,1,1
688796,67,1,1
686868,62,1,1
689931,51,1,1
686036,8,1,1
686036,30,1,1
684937,60,1,1
684937,35,1,1
688803,49,1,1
688803,50,1,1
686239,6,1,1
689818,30,1,1
683758,30,1,1
689359,4,1,1
687693,19,1,1
687693,20,1,1
687546,17,1,1
688770,49,1,1
686049,59,1,1
686049,29,1,1
686422,33,1,1
687316,51,1,1
688132,19,1,1
688132,49,1,1
1283112,8,1,1
1283112,59,1,1
768812,52,1,1
768815,52,1,1
1094002,58,1,1
1094002,26,1,1
1094002,29,1,1
1094002,37,1,1
685457,57,1,1
683879,57,1,1
685623,9,1,1
685623,37,1,1
686226,37,1,1
686226,50,1,1
687044,8,3,5
686803,20,1,1
683252,12,1,1
683252,34,1,1
683873,19,1,1
683873,20,1,1
683873,23,1,1
683873,50,1,1
688934,4,1,1
688934,50,1,1
684378,22,1,1
683539,91,1,1
683539,92,1,1
769588,7,1,1
686584,69,1,1
769591,18,3,5
